Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,2500040,1,1,0,0,0,0,0,0,0,0,0,0,0,0.7999872,2500040,0,2500040,2500040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.3999936,0.3999936,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,20,-1,65535,0,0,0,0,0,0,0,0,0,0,0
443,277299,0,3,0,31,0,0,0,0,31,0,10.33333333,17.89785834,111.7926859,10.81864702,138649.5,157812.7985,250240,27059,0,0,0,0,0,277299,138649.5,157812.7985,250240,27059,0,0,0,0,0,60,0,10.81864702,0,31,7.75,15.5,240.25,1,0,0,0,1,0,0,0,0,10.33333333,0,10.33333333,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
443,360070,1,1,0,0,0,0,0,0,0,0,0,0,0,5.554475519,360070,0,360070,360070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2.777237759,2.777237759,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,20,-1,63596,0,0,0,0,0,0,0,0,0,0,0
443,1242625,1,1,0,0,0,0,0,0,0,0,0,0,0,1.609496027,1242625,0,1242625,1242625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.804748013,0.804748013,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,20,-1,63596,0,0,0,0,0,0,0,0,0,0,0
443,35533720,8,6,438,0,219,0,54.75,101.3773009,0,0,0,0,12.3263199,0.39399196,2733363.077,8146720.234,29697282,52,4825619,689374.1429,1101387.95,3022164,8831,35533720,7106744,14588307.72,33188976,105041,0,0,0,0,172,148,0.225138263,0.168853697,0,219,29.2,77.05860479,5938.028571,0,1,0,0,0,0,0,0,0,31.28571429,54.75,0,172,-1,64240,2,0,0,0,0,0,0,0,0,0,0
443,108426,0,2,0,0,0,0,0,0,0,0,0,0,0,18.44576024,108426,0,108426,108426,0,0,0,0,0,108426,108426,0,108426,108426,0,0,0,0,0,40,0,18.44576024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,64240,0,0,0,0,0,0,0,0,0,0,0
49763,64794686,1362,1365,1964954,1460,1460,1,1442.697504,150.3325028,1460,0,1.06959707,39.51723322,30348.38382,42.08678471,23769.1438,251901.902,7905210,0,64397244,47316.12344,354858.4102,7905270,0,64794686,47503.43548,354602.6675,7905286,32,0,0,0,0,27240,27300,21.02024231,21.0665424,0,1460,721.361437,729.2685189,531832.5727,0,0,0,0,1,0,0,0,1,721.6259626,1442.697504,1.06959707,27240,-1,64240,1362,0,15430969.5,14156443.93,25441087,5420852,6945767,1356857.303,7905210,5986324,0
80,3009784,1,1,0,0,0,0,0,0,0,0,0,0,0,0.664499512,3009784,0,3009784,3009784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.332249756,0.332249756,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,20,-1,63460,0,0,0,0,0,0,0,0,0,0,0
49762,27891,1,2,0,0,0,0,0,0,0,0,0,0,0,107.561579,13945.5,19661.10405,27848,43,0,0,0,0,0,43,43,0,43,43,0,1,0,0,20,40,35.85385967,71.70771934,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,20,-1,63460,0,0,0,0,0,0,0,0,0,0,0
443,20062727,8,10,196,6450,196,0,24.5,69.29646456,1460,0,645,572.6517266,331.2610494,0.89718611,1180160.412,3233148.03,12391977,41,7621113,1088730.429,2201314.771,6008210,835,20062727,2229191.889,4275035.138,12392024,3625,0,0,0,0,160,216,0.398749382,0.498436728,0,1460,349.7894737,517.7588004,268074.1754,0,1,0,0,0,0,0,0,1,369.2222222,24.5,645,160,-1,64240,1,0,1662540,0,1662540,1662540,6008163,0,6008163,6008163,0
443,20210999,16,13,736,7869,213,0,46,71.97499566,1460,0,605.3076923,629.3101229,425.7582715,1.434862275,721821.3929,2862457.32,15231607,54,4810660,320710.6667,401030.8025,1290870,478,20210999,1684249.917,4326212.287,15231607,2882,0,0,0,0,320,276,0.791648152,0.643214123,0,1460,286.8333333,496.8487651,246858.6954,0,1,0,0,0,0,0,0,0,296.7241379,46,605.3076923,320,-1,64240,7,0,0,0,0,0,0,0,0,0,0
443,20417554,22,16,920,7769,196,0,41.81818182,60.95949972,1460,0,485.5625,615.8591797,425.5651779,1.861143602,551825.7838,1864686.599,11089078,47,9270144,441435.4286,685187.5528,2516205,920,20417554,1361170.267,2993292.66,11089078,3737,0,0,0,0,440,344,1.077504191,0.783639411,0,1460,222.7948718,448.4540216,201111.0094,0,1,0,0,0,0,0,0,0,228.6578947,41.81818182,485.5625,440,-1,64240,11,0,0,0,0,0,0,0,0,0,0
443,315324,0,2,0,31,0,0,0,0,31,0,15.5,21.92031022,98.31157793,6.342682447,315324,0,315324,315324,0,0,0,0,0,315324,315324,0,315324,315324,0,0,0,0,0,40,0,6.342682447,0,31,10.33333333,17.89785834,320.3333333,0,0,0,0,1,0,0,0,0,15.5,0,15.5,0,-1,64240,0,0,0,0,0,0,0,0,0,0,0
443,5000029,1,1,0,0,0,0,0,0,0,0,0,0,0,0.39999768,5000029,0,5000029,5000029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.19999884,0.19999884,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,20,-1,63596,0,0,0,0,0,0,0,0,0,0,0
443,21352953,22,16,1942,5453,213,0,88.27272727,96.85540613,1460,0,340.8125,546.760669,346.3221223,1.77961334,577106.8378,2401156.51,14538844,49,6746863,321279.1905,563777.6925,2406163,709,21352953,1423530.2,3842586.443,14538844,2843,0,0,0,0,440,340,1.03030246,0.74931088,0,1460,189.6153846,373.7744616,139707.3482,0,1,0,0,0,0,0,0,0,194.6052632,88.27272727,340.8125,440,-1,64240,12,0,0,0,0,0,0,0,0,0,0
443,21373285,12,10,856,4351,213,0,71.33333333,88.43521854,1460,0,435.1,623.6973002,243.6218859,1.029322353,1017775.476,3827001.145,17649636,48,3324252,302204.7273,447951.1853,1112409,1660,21373285,2374809.444,5744564.063,17649636,2338,0,0,0,0,240,216,0.561448556,0.467873797,0,1460,226.3913043,445.2974225,198289.7945,0,1,0,0,0,0,0,0,0,236.6818182,71.33333333,435.1,240,-1,64240,6,0,0,0,0,0,0,0,0,0,0
443,21507785,14,12,1073,4417,196,0,76.64285714,86.71758507,1460,0,368.0833333,585.7462153,255.2564106,1.208864604,860311.4,3155917.284,15888821,62,5422181,417090.8462,482412.4745,1312169,711,21507785,1955253.182,4684511.831,15888821,2845,0,0,0,0,280,256,0.650927095,0.55793751,0,1460,203.3333333,414.3394186,171677.1538,0,1,0,0,0,0,0,0,0,211.1538462,76.64285714,368.0833333,280,-1,64240,8,0,0,0,0,0,0,0,0,0,0
443,248642,0,2,0,31,0,0,0,0,31,0,15.5,21.92031022,124.6772468,8.043693342,248642,0,248642,248642,0,0,0,0,0,248642,248642,0,248642,248642,0,0,0,0,0,40,0,8.043693342,0,31,10.33333333,17.89785834,320.3333333,0,0,0,0,1,0,0,0,0,15.5,0,15.5,0,-1,64240,0,0,0,0,0,0,0,0,0,0,0
443,231850,0,2,0,31,0,0,0,0,31,0,15.5,21.92031022,133.7071382,8.626266983,231850,0,231850,231850,0,0,0,0,0,231850,231850,0,231850,231850,0,0,0,0,0,40,0,8.626266983,0,31,10.33333333,17.89785834,320.3333333,0,0,0,0,1,0,0,0,0,15.5,0,15.5,0,-1,64240,0,0,0,0,0,0,0,0,0,0,0
443,125729,0,2,0,31,0,0,0,0,31,0,15.5,21.92031022,246.5620501,15.90722904,125729,0,125729,125729,0,0,0,0,0,125729,125729,0,125729,125729,0,0,0,0,0,40,0,15.90722904,0,31,10.33333333,17.89785834,320.3333333,0,0,0,0,1,0,0,0,0,15.5,0,15.5,0,-1,64240,0,0,0,0,0,0,0,0,0,0,0
443,22115980,21,12,1007,5565,196,0,47.95238095,61.55930165,1460,0,463.75,588.6647641,297.1606956,1.492133742,691124.375,2234323.883,12514755,46,8500461,425023.05,673034.6902,2797447,5348,22115980,2010543.636,3989540.459,12514755,5367,0,0,0,0,432,256,0.949539654,0.542594088,0,1460,193.2941176,398.7217097,158979.0018,0,1,0,0,0,0,0,0,0,199.1515152,47.95238095,463.75,432,-1,64240,12,0,0,0,0,0,0,0,0,0,0
443,38802,0,2,0,31,0,0,0,0,31,0,15.5,21.92031022,798.9278903,51.54373486,38802,0,38802,38802,0,0,0,0,0,38802,38802,0,38802,38802,0,0,0,0,0,40,0,51.54373486,0,31,10.33333333,17.89785834,320.3333333,0,0,0,0,1,0,0,0,0,15.5,0,15.5,0,-1,64240,0,0,0,0,0,0,0,0,0,0,0
443,80759,1,1,0,0,0,0,0,0,0,0,0,0,0,24.76504167,80759,0,80759,80759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,12.38252083,12.38252083,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20,-1,65535,0,0,0,0,0,0,0,0,0,0,0
443,730897,1,1,0,0,0,0,0,0,0,0,0,0,0,2.736363674,730897,0,730897,730897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1.368181837,1.368181837,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20,-1,65535,0,0,0,0,0,0,0,0,0,0,0
443,493987,1,1,0,0,0,0,0,0,0,0,0,0,0,4.04868954,493987,0,493987,493987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2.02434477,2.02434477,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20,-1,65535,0,0,0,0,0,0,0,0,0,0,0
443,620195,1,1,0,0,0,0,0,0,0,0,0,0,0,3.224792202,620195,0,620195,620195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1.612396101,1.612396101,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20,-1,65535,0,0,0,0,0,0,0,0,0,0,0
443,1822397,1,1,0,0,0,0,0,0,0,0,0,0,0,1.097455714,1822397,0,1822397,1822397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.548727857,0.548727857,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20,-1,65535,0,0,0,0,0,0,0,0,0,0,0
443,1696999,1,1,0,0,0,0,0,0,0,0,0,0,0,1.178551078,1696999,0,1696999,1696999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.589275539,0.589275539,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20,-1,65535,0,0,0,0,0,0,0,0,0,0,0
443,2190157,4,2,213,1460,126,0,53.25,63.51574608,1460,0,730,1032.375901,763.872179,2.739529632,438031.4,921080.5264,2083891,54,2088655,696218.3333,1201761.89,2083891,131,101448,101448,0,101448,101448,0,0,0,0,80,40,1.826353088,0.913176544,0,1460,239,540.863199,292533,0,0,0,0,1,0,0,0,0,278.8333333,53.25,730,80,-1,64240,2,0,0,0,0,0,0,0,0,0,0
443,488668,1,1,0,0,0,0,0,0,0,0,0,0,0,4.092758274,488668,0,488668,488668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,2.046379137,2.046379137,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,20,-1,63533,0,0,0,0,0,0,0,0,0,0,0
443,391086,1,1,213,213,213,213,213,0,213,213,213,0,1089.274482,5.113964703,391086,0,391086,391086,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,2.556982352,2.556982352,213,213,213,0,0,1,0,0,1,1,0,0,0,1,319.5,213,213,20,-1,65535,1,0,0,0,0,0,0,0,0,0,0
443,23046102,18,15,1014,10857,213,0,56.33333333,86.41214512,1460,0,723.8,576.6814174,515.0979545,1.431912434,720190.6875,2833670.971,16058758,52,5903566,347268.5882,525264.6301,2004343,1121,23046102,1646150.143,4190752.018,16058816,3264,0,0,0,0,372,316,0.781043146,0.650869288,0,1460,349.1470588,509.1137357,259196.7959,0,1,0,0,0,0,0,0,0,359.7272727,56.33333333,723.8,372,-1,64240,6,0,0,0,0,0,0,0,0,0,0
443,703435,1,1,0,0,0,0,0,0,0,0,0,0,0,2.843190913,703435,0,703435,703435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1.421595457,1.421595457,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,20,-1,65535,0,0,0,0,0,0,0,0,0,0,0
443,703471,1,1,0,0,0,0,0,0,0,0,0,0,0,2.843045413,703471,0,703471,703471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1.421522707,1.421522707,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,20,-1,65535,0,0,0,0,0,0,0,0,0,0,0
49783,603312,0,2,0,213,0,0,0,0,213,0,106.5,150.6137444,353.0511576,3.315034344,603312,0,603312,603312,0,0,0,0,0,603312,603312,0,603312,603312,0,0,0,0,0,40,0,3.315034344,0,213,71,122.9756073,15123,0,0,0,0,1,0,0,0,0,106.5,0,106.5,0,-1,65535,0,0,0,0,0,0,0,0,0,0,0
443,1187271,1,1,0,0,0,0,0,0,0,0,0,0,0,1.684535376,1187271,0,1187271,1187271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.842267688,0.842267688,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,20,-1,65535,0,0,0,0,0,0,0,0,0,0,0
443,1187172,1,1,0,0,0,0,0,0,0,0,0,0,0,1.684675852,1187172,0,1187172,1187172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.842337926,0.842337926,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,20,-1,65535,0,0,0,0,0,0,0,0,0,0,0
443,964837,0,3,0,31,0,0,0,0,31,0,10.33333333,17.89785834,32.12977943,3.109333494,482418.5,681674.2716,964435,402,0,0,0,0,0,964837,482418.5,681674.2716,964435,402,0,0,0,0,0,60,0,3.109333494,0,31,7.75,15.5,240.25,1,0,0,0,1,0,0,0,0,10.33333333,0,10.33333333,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
443,1208260,0,2,0,395,0,0,0,0,395,0,197.5,279.3071786,326.9163922,1.655272872,1208260,0,1208260,1208260,0,0,0,0,0,1208260,1208260,0,1208260,1208260,0,0,0,0,0,40,0,1.655272872,0,395,131.6666667,228.0533563,52008.33333,0,0,0,0,1,0,0,0,0,197.5,0,197.5,0,-1,64240,0,0,0,0,0,0,0,0,0,0,0
443,13346,0,2,0,31,0,0,0,0,31,0,15.5,21.92031022,2322.793346,149.8576352,13346,0,13346,13346,0,0,0,0,0,13346,13346,0,13346,13346,0,0,0,0,0,40,0,149.8576352,0,31,10.33333333,17.89785834,320.3333333,0,0,1,0,1,0,0,0,0,15.5,0,15.5,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
443,24426278,12,12,196,11288,196,0,16.33333333,56.58032638,1460,0,940.6666667,604.2117831,470.1494022,0.982548385,1062012.087,2076150.067,8223854,35,23325986,2120544.182,2647728.672,8223889,1743,24426278,2220570.727,2670067.162,8223929,1196,0,0,0,0,264,256,0.491274192,0.491274192,0,1460,459.36,625.7382893,391548.4067,0,1,0,0,0,0,0,0,1,478.5,16.33333333,940.6666667,264,-1,64240,1,0,5545962.5,7840660.912,11090147,1778,6666578.5,2202320.132,8223854,5109303,0
443,24553766,22,11,1421,5772,196,0,64.59090909,79.40412553,1460,0,524.7272727,666.2465146,292.9489513,1.34398935,767305.1875,1836200.428,9764661,39,13703014,652524.4762,946043.3448,3347502,1175,24553766,2455376.6,3540991.82,9764661,2445,0,0,0,0,464,236,0.8959929,0.44799645,0,1460,211.5588235,432.4005012,186970.1934,0,1,0,0,0,0,0,0,0,217.969697,64.59090909,524.7272727,464,-1,64240,13,0,0,0,0,0,0,0,0,0,0
443,24413,0,2,0,31,0,0,0,0,31,0,15.5,21.92031022,1269.815262,81.92356531,24413,0,24413,24413,0,0,0,0,0,24413,24413,0,24413,24413,0,0,0,0,0,40,0,81.92356531,0,31,10.33333333,17.89785834,320.3333333,0,0,0,0,1,0,0,0,0,15.5,0,15.5,0,-1,64240,0,0,0,0,0,0,0,0,0,0,0
443,2702249,1,1,0,0,0,0,0,0,0,0,0,0,0,0.740124245,2702249,0,2702249,2702249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.370062122,0.370062122,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,20,-1,65535,0,0,0,0,0,0,0,0,0,0,0
443,2406656,1,1,0,0,0,0,0,0,0,0,0,0,0,0.831028614,2406656,0,2406656,2406656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.415514307,0.415514307,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,20,-1,65535,0,0,0,0,0,0,0,0,0,0,0
443,20346030,20,14,713,7401,196,0,35.65,50.25961547,1460,0,528.6428571,585.4325958,398.800159,1.671087677,616546.3636,1501606.381,7744380,45,12468389,656231,958125.0509,3500031,1459,20346030,1565079.231,3534149.809,10985475,4598,0,0,0,0,400,296,0.982992751,0.688094926,0,1460,231.8285714,439.2623821,192951.4403,0,1,0,0,0,0,0,0,0,238.6470588,35.65,528.6428571,400,-1,64240,11,0,0,0,0,0,0,0,0,0,0
443,4093682,1,1,0,0,0,0,0,0,0,0,0,0,0,0.488557734,4093682,0,4093682,4093682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.244278867,0.244278867,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,20,-1,65535,0,0,0,0,0,0,0,0,0,0,0
443,6411545,0,2,0,31,0,0,0,0,31,0,15.5,21.92031022,4.835028063,0.311937294,6411545,0,6411545,6411545,0,0,0,0,0,6411545,6411545,0,6411545,6411545,0,0,0,0,0,40,0,0.311937294,0,31,10.33333333,17.89785834,320.3333333,0,0,1,0,0,0,0,0,0,15.5,0,15.5,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
443,4406034,1,1,0,0,0,0,0,0,0,0,0,0,0,0.453922961,4406034,0,4406034,4406034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.226961481,0.226961481,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,20,-1,65535,0,0,0,0,0,0,0,0,0,0,0
443,9474177,0,2,0,31,0,0,0,0,31,0,15.5,21.92031022,3.272052021,0.21110013,9474177,0,9474177,9474177,0,0,0,0,0,9474177,9474177,0,9474177,9474177,0,0,0,0,0,40,0,0.21110013,0,31,10.33333333,17.89785834,320.3333333,0,0,1,0,0,0,0,0,0,15.5,0,15.5,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
443,10343676,1,1,0,0,0,0,0,0,0,0,0,0,0,0.193354858,10343676,0,10343676,10343676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.096677429,0.096677429,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,20,-1,65535,0,0,0,0,0,0,0,0,0,0,0
49757,98905463,2,5,2920,309,1460,1460,1460,0,309,0,61.8,138.189001,32.64733719,0.070774655,16484243.83,40356033.9,98860650,37,25093,25093,0,25093,25093,98905463,24726365.75,49422857.33,98860650,70,0,1,0,0,40,100,0.02022133,0.050553325,0,1460,442.25,642.4819619,412783.0714,0,0,0,1,1,0,0,0,2,505.4285714,1460,61.8,40,-1,65535,2,0,0,0,0,0,0,0,0,0,0
443,608652,1,1,0,0,0,0,0,0,0,0,0,0,0,3.285949935,608652,0,608652,608652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1.642974968,1.642974968,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,20,-1,65535,0,0,0,0,0,0,0,0,0,0,0
443,1274767,0,3,0,0,0,0,0,0,0,0,0,0,0,2.353371244,637383.5,891503.9663,1267772,6995,0,0,0,0,0,1274767,637383.5,891503.9663,1267772,6995,0,0,0,0,0,60,0,2.353371244,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
443,1010428,0,3,0,0,0,0,0,0,0,0,0,0,0,2.969038863,505214,197707.056,645014,365414,0,0,0,0,0,1010428,505214,197707.056,645014,365414,0,0,0,0,0,60,0,2.969038863,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
443,1671343,0,2,0,0,0,0,0,0,0,0,0,0,0,1.196642461,1671343,0,1671343,1671343,0,0,0,0,0,1671343,1671343,0,1671343,1671343,0,0,0,0,0,40,0,1.196642461,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,64239,0,0,0,0,0,0,0,0,0,0,0
443,83017620,24,18,4107,10479,538,0,171.125,245.2007718,1460,0,582.1666667,572.6494924,175.6976411,0.505916696,2024820,11798192.65,75693101,41,81862775,3559251.087,15729831.56,75693101,1780,7324459,430850.5294,954095.0861,3856461,1785,0,0,0,0,492,376,0.289095255,0.216821441,0,1460,339.2093023,458.0817435,209838.8837,0,1,0,0,0,0,0,0,0,347.2857143,171.125,582.1666667,492,-1,64240,9,0,0,0,0,0,0,0,0,0,0
