Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Src IP,Prediction
123,27664,0,2,0.0,96.0,0.0,0.0,0.0,0.0,48.0,48.0,48.0,0.0,3470.213996529786,72.29612492770387,27664.0,0.0,27664.0,27664.0,0.0,0.0,0.0,0.0,0.0,27664.0,27664.0,0.0,27664.0,27664.0,0,0,0,0,0,16,0.0,72.29612492770387,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,72.0,0.0,48.0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.5,0
443,178526,10,14,3292.0,9569.0,1250.0,31.0,329.20000000000005,502.3586147144067,1250.0,21.0,683.5,567.9592008640708,72039.92695741798,134.4342000604954,7762.0,14800.02660624144,58178.0,0.0,120290.0,13365.555555555557,12826.2429233107,28702.0,87.0,178526.0,13732.76923076923,21068.60730705697,58500.0,0.0,0,0,0,0,80,112,56.014250025206415,78.41995003528898,21.0,1250.0,564.44,565.9288883478796,320275.5066666668,0,0,0,0,0,0,0,0,1.0,587.9583333333334,329.2,683.5,80,-1,-1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.5,0
53,24861,0,2,0.0,80.0,0.0,0.0,0.0,0.0,48.0,32.0,40.0,11.31370849898476,3217.891476609951,80.44728691524878,24861.0,0.0,24861.0,24861.0,0.0,0.0,0.0,0.0,0.0,24861.0,24861.0,0.0,24861.0,24861.0,0,0,0,0,0,16,0.0,80.44728691524878,32.0,48.0,37.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,0.0,56.0,0.0,40.0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.5,0
53,27979,0,2,0.0,108.0,0.0,0.0,0.0,0.0,62.0,46.0,54.0,11.31370849898476,3860.0378855570248,71.48218306587083,27979.0,0.0,27979.0,27979.0,0.0,0.0,0.0,0.0,0.0,27979.0,27979.0,0.0,27979.0,27979.0,0,0,0,0,0,16,0.0,71.48218306587083,46.0,62.0,51.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,0.0,77.0,0.0,54.0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.5,0
53,36649,0,2,0.0,163.0,0.0,0.0,0.0,0.0,110.0,53.0,81.5,40.30508652763321,4447.597478785233,54.571748205953774,36649.0,0.0,36649.0,36649.0,0.0,0.0,0.0,0.0,0.0,36649.0,36649.0,0.0,36649.0,36649.0,0,0,0,0,0,16,0.0,54.571748205953774,53.0,110.0,72.0,32.90896534380867,1083.0,0,0,0,0,0,0,0,0,0.0,108.0,0.0,81.5,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.5,0
5353,889109,6,1,885.0,231.0,343.0,42.0,147.5,135.4485142037372,231.0,231.0,231.0,0.0,1255.189183778367,7.873050435885814,148184.8333333333,129225.35975174016,265052.0,541.0,888568.0,177713.6,119726.27759727604,265052.0,609.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,48,8,6.748328945044983,1.1247214908408305,42.0,343.0,168.375,120.82447422367945,14598.553571428574,0,0,0,0,0,0,0,0,0.0,192.42857142857144,147.5,231.0,48,-1,-1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.8,0
443,43727054,93,285,13657.0,288915.0,1250.0,34.0,146.84946236559142,242.99096182138493,1250.0,33.0,1013.7368421052636,431.0855330930341,6919.560599714767,8.644533885132073,115986.88063660484,1142567.7422271175,15708292.0,0.0,43722558.0,475245.195652174,2286737.1857833457,15708292.0,27.0,43727054.0,153968.50000000006,1315343.7033843377,15713455.0,0.0,0,0,0,0,744,2280,2.1268297653896373,6.517704119742437,33.0,1250.0,801.6411609498679,542.1511903721407,293927.9132219291,0,0,0,0,0,0,0,0,3.0,803.7619047619048,146.8494623655914,1013.7368421052632,744,-1,-1,93,0,1091931.0,1277401.0120725597,2509833.0,30959.0,12483288.333333334,2900741.8206848977,15708292.0,10087322.0,192.168.1.5,0
443,299727,14,22,2646.0,16881.0,1250.0,29.0,189.0,380.1722281768134,1250.0,39.0,767.3181818181818,531.8311033691265,65149.28585012361,120.10929946251088,8563.628571428571,25596.99662309407,145904.0,0.0,293910.0,22608.46153846154,38994.97988334606,145904.0,105.0,299727.0,14272.714285714284,34758.783248472406,151728.0,0.0,0,0,0,0,112,176,46.70917201319868,73.40012744931221,29.0,1250.0,561.5405405405405,556.9559425321916,310199.9219219219,0,0,0,0,0,0,0,0,1.0,577.1388888888889,189.0,767.3181818181819,112,-1,-1,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.5,0
50367,147,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13605.442176870749,147.0,0.0,147.0,147.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,0.0,147.0,147.0,0,0,0,0,0,40,0.0,13605.442176870749,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,-1,515,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.70.159.7,0
443,11543334,157,156,97095.0,20861.0,1392.0,0.0,618.4394904458599,632.1817060435621,1392.0,0.0,133.72435897435898,373.5176391519561,10218.538249001544,27.115216453062867,36997.86538461539,282564.70861003234,4257285.0,0.0,7236583.0,46388.35256410257,213946.8221808885,2035988.0,0.0,11543334.0,74473.12258064515,401733.8366737382,4257285.0,0.0,0,0,0,0,3140,3168,13.600923268788724,13.514293184274145,0.0,1392.0,375.656050955414,572.2468212686608,327466.4244520867,0,1,0,0,0,0,0,0,0.0,376.8562300319489,618.4394904458599,133.72435897435898,3140,-1,1200,122,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.5,0
53,28040,0,2,0.0,113.0,0.0,0.0,0.0,0.0,76.0,37.0,56.5,27.577164466275352,4029.957203994294,71.32667617689016,28040.0,0.0,28040.0,28040.0,0.0,0.0,0.0,0.0,0.0,28040.0,28040.0,0.0,28040.0,28040.0,0,0,0,0,0,16,0.0,71.32667617689016,37.0,76.0,50.0,22.516660498395403,507.0,0,0,0,0,0,0,0,0,0.0,75.0,0.0,56.5,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.5,0
443,115704,14,17,5963.0,12692.0,1250.0,31.0,425.9285714285714,555.2251745963025,1250.0,22.0,746.5882352941177,561.5020101058777,161230.38097213578,267.9250501279126,3856.7999999999993,8339.925594640394,24986.0,0.0,92063.0,7081.769230769231,11027.735882415198,27215.0,15.0,115704.0,7231.5,11245.498157040442,27878.0,0.0,0,0,0,0,112,136,120.99840973518634,146.92664039272626,22.0,1250.0,622.0312499999998,574.9783998397314,330600.160282258,0,0,0,0,0,0,0,0,1.0,642.0967741935484,425.9285714285714,746.5882352941177,112,-1,-1,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.5,0
53,34236,0,2,0.0,100.0,0.0,0.0,0.0,0.0,58.0,42.0,50.0,11.31370849898476,2920.9019745297346,58.41803949059469,34236.0,0.0,34236.0,34236.0,0.0,0.0,0.0,0.0,0.0,34236.0,34236.0,0.0,34236.0,34236.0,0,0,0,0,0,16,0.0,58.41803949059469,42.0,58.0,47.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,0.0,71.0,0.0,50.0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.5,0
0,76507120,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392120367359273,38253560.0,25799285.88633801,56496410.0,20010710.0,20010710.0,20010710.0,0.0,20010710.0,20010710.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0261413578239515,0.0130706789119757,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,38253560.0,25799285.88633801,56496410.0,20010710.0,192.168.1.5,0
443,2289230,10,13,3428.0,9173.0,1250.0,32.0,342.79999999999995,506.89705288374114,1250.0,21.0,705.6153846153846,572.2862830293853,5504.470935642115,10.04704638677634,104055.9090909091,458937.32938583335,2158345.0,0.0,2289163.0,254351.44444444444,722709.3846030213,2181349.0,148.0,130885.0,10907.083333333334,16134.710214927847,50737.0,0.0,0,0,0,0,80,104,4.368281037728844,5.678765349047497,21.0,1250.0,577.125,569.4814813571164,324309.1576086957,0,0,0,0,0,0,0,0,1.0,602.2173913043479,342.8,705.6153846153846,80,-1,-1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.5,0
50358,43,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46511.62790697674,43.0,0.0,43.0,43.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0,43.0,43.0,0,0,0,0,0,40,0.0,46511.62790697674,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,-1,509,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.250.197.142,0
53,38438,0,2,0.0,124.0,0.0,0.0,0.0,0.0,87.0,37.0,62.0,35.35533905932738,3225.9742962693167,52.03184348821479,38438.0,0.0,38438.0,38438.0,0.0,0.0,0.0,0.0,0.0,38438.0,38438.0,0.0,38438.0,38438.0,0,0,0,0,0,16,0.0,52.03184348821479,37.0,87.0,53.66666666666667,28.867513459481287,833.3333333333334,0,0,0,0,0,0,0,0,0.0,80.5,0.0,62.0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.5,0
443,265843,18,21,10441.0,16205.0,1250.0,33.0,580.0555555555555,600.4314597924536,1250.0,23.0,771.6666666666666,565.3890106230695,100232.09187377512,146.70312929059634,6995.868421052631,19318.75959194607,111427.0,0.0,245846.0,14461.529411764706,27705.942329935395,111427.0,14.0,265843.0,13292.149999999996,30438.14756842749,127198.0,0.0,0,0,0,0,144,168,67.70913659565984,78.99399269493648,23.0,1250.0,697.4,581.5793616060956,338234.5538461538,0,0,0,0,0,0,0,0,1.0,715.2820512820513,580.0555555555555,771.6666666666666,144,-1,-1,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.5,0
53,24941,0,2,0.0,123.0,0.0,0.0,0.0,0.0,90.0,33.0,61.5,40.30508652763321,4931.6386672547205,80.18924662202798,24941.0,0.0,24941.0,24941.0,0.0,0.0,0.0,0.0,0.0,24941.0,24941.0,0.0,24941.0,24941.0,0,0,0,0,0,16,0.0,80.18924662202798,33.0,90.0,52.0,32.90896534380867,1083.0,0,0,0,0,0,0,0,0,0.0,78.0,0.0,61.5,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.5,0
53,25442,0,2,0.0,116.0,0.0,0.0,0.0,0.0,83.0,33.0,58.0,35.35533905932738,4559.389985064067,78.61017215627703,25442.0,0.0,25442.0,25442.0,0.0,0.0,0.0,0.0,0.0,25442.0,25442.0,0.0,25442.0,25442.0,0,0,0,0,0,16,0.0,78.61017215627703,33.0,83.0,49.66666666666667,28.867513459481287,833.3333333333334,0,0,0,0,0,0,0,0,0.0,74.5,0.0,58.0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.5,0
53,23645,0,2,0.0,135.0,0.0,0.0,0.0,0.0,87.0,48.0,67.5,27.577164466275352,5709.452315500106,84.58447874814972,23645.0,0.0,23645.0,23645.0,0.0,0.0,0.0,0.0,0.0,23645.0,23645.0,0.0,23645.0,23645.0,0,0,0,0,0,16,0.0,84.58447874814972,48.0,87.0,61.0,22.516660498395403,507.0,0,0,0,0,0,0,0,0,0.0,91.5,0.0,67.5,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.5,0
53,40753,0,2,0.0,100.0,0.0,0.0,0.0,0.0,68.0,32.0,50.0,25.45584412271571,2453.8070816872378,49.07614163374476,40753.0,0.0,40753.0,40753.0,0.0,0.0,0.0,0.0,0.0,40753.0,40753.0,0.0,40753.0,40753.0,0,0,0,0,0,16,0.0,49.07614163374476,32.0,68.0,44.0,20.784609690826528,432.0,0,0,0,0,0,0,0,0,0.0,66.0,0.0,50.0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.5,0
53,26041,0,2,0.0,82.0,0.0,0.0,0.0,0.0,49.0,33.0,41.0,11.31370849898476,3148.8806113436503,76.80196613033293,26041.0,0.0,26041.0,26041.0,0.0,0.0,0.0,0.0,0.0,26041.0,26041.0,0.0,26041.0,26041.0,0,0,0,0,0,16,0.0,76.80196613033293,33.0,49.0,38.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,0.0,57.5,0.0,41.0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.5,0
53,26716,0,2,0.0,184.0,0.0,0.0,0.0,0.0,150.0,34.0,92.0,82.02438661763951,6887.258571642461,74.86150621350501,26716.0,0.0,26716.0,26716.0,0.0,0.0,0.0,0.0,0.0,26716.0,26716.0,0.0,26716.0,26716.0,0,0,0,0,0,16,0.0,74.86150621350501,34.0,150.0,72.66666666666666,66.97263122599658,4485.333333333333,0,0,0,0,0,0,0,0,0.0,109.0,0.0,92.0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.5,0
0,100555237,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0497239144292405,25138809.25,27402293.165664725,66047316.0,8498753.0,85578247.0,28526082.333333336,32519022.009573203,66047316.0,8498753.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0397791315433924,0.0099447828858481,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,25138809.25,27402293.165664725,66047316.0,8498753.0,192.168.1.8,0
443,29,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68965.5172413793,29.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,34482.75862068965,34482.75862068965,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,20,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.5,0
53,27169,0,2,0.0,186.0,0.0,0.0,0.0,0.0,146.0,40.0,93.0,74.95331880577403,6846.037763627664,73.61330928631897,27169.0,0.0,27169.0,27169.0,0.0,0.0,0.0,0.0,0.0,27169.0,27169.0,0.0,27169.0,27169.0,0,0,0,0,0,16,0.0,73.61330928631897,40.0,146.0,75.33333333333334,61.19912853410033,3745.3333333333335,0,0,0,0,0,0,0,0,0.0,113.0,0.0,93.0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.5,0
443,422652,13,15,3374.0,8628.0,1250.0,40.0,259.53846153846155,344.19655609951883,1280.0,24.0,575.1999999999999,545.6419809990534,28396.884434475644,66.24835562117298,15653.777777777776,30714.25528258992,130035.0,0.0,422585.0,35215.416666666664,46401.263473115854,130035.0,95.0,417993.0,29856.64285714286,51896.19195546068,190070.0,0.0,0,0,0,0,104,120,30.75816510983031,35.49019051134266,24.0,1280.0,456.96551724137913,497.67706703663487,247682.4630541872,0,0,0,0,0,0,0,0,1.0,473.2857142857143,259.53846153846155,575.2,104,-1,-1,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.1.5,0
